employee_id,age,dfh,edu,job_level,income,stock_option,salary_increase,training,years_company,years_promotion,years_manager,num_companiesworked,years_working,performance,job_involvement,satisfaction_environment,satisfaction_job,wlb,attrition_d,business_travel,department,edu_field,gender,job_role,marital,cluster
2541,27,2,3,5,45410,2,14,4,9,5,8,1.0,9.0,3,4,2.0,3.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Female,Research Scientist,Married,2
2548,39,2,3,3,102520,1,13,3,2,2,2,8.0,7.0,3,3,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Divorced,2
2549,55,2,3,1,27810,1,13,2,5,0,4,8.0,19.0,3,3,2.0,4.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Human Resources,Married,2
2550,28,29,2,2,68520,1,18,2,1,0,0,1.0,1.0,3,4,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,2
2553,36,11,3,1,131910,1,14,2,10,1,7,1.0,10.0,3,2,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married,2
2554,31,2,4,5,103770,0,14,2,10,0,2,1.0,10.0,3,3,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Divorced,2
2555,34,14,2,1,22350,1,14,2,5,1,0,2.0,9.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Married,2
2556,29,5,5,1,105020,0,12,4,3,1,2,3.0,11.0,3,2,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Single,2
2557,37,7,2,1,20110,0,13,4,5,0,4,5.0,16.0,3,4,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,2
2559,45,3,3,2,37600,1,14,2,9,3,8,0.0,10.0,3,2,2.0,4.0,2.0,0,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Married,2
2560,36,5,3,4,177790,1,17,5,10,0,8,1.0,10.0,3,1,2.0,4.0,2.0,0,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,2
2562,26,26,2,2,68120,0,13,2,1,1,0,1.0,1.0,3,2,2.0,3.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Human Resources,Married,2
2565,44,1,2,4,187110,1,12,0,2,2,2,2.0,10.0,3,3,2.0,1.0,3.0,0,Travel_Rarely,Sales,Medical,Male,Manager,Married,2
2568,36,13,3,3,25170,0,14,3,4,1,3,2.0,12.0,3,3,3.0,2.0,1.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Married,2
2572,34,8,1,3,25850,0,12,5,4,0,1,3.0,9.0,3,3,4.0,4.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,2
2574,26,16,2,2,83800,0,14,3,7,7,7,0.0,8.0,3,4,3.0,4.0,3.0,0,Travel_Frequently,Sales,Life Sciences,Male,Healthcare Representative,Married,2
2575,45,8,4,2,29940,1,18,2,4,0,3,4.0,12.0,3,3,2.0,3.0,3.0,0,Travel_Frequently,Research & Development,Life Sciences,Female,Manager,Single,2
2576,33,1,3,5,12230,1,13,3,10,0,9,1.0,10.0,3,3,2.0,3.0,2.0,0,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,2
2577,28,8,3,4,11180,0,11,3,7,0,7,1.0,7.0,3,3,3.0,4.0,3.0,0,Travel_Frequently,Sales,Life Sciences,Male,Research Scientist,Married,2
2579,39,8,5,2,188240,1,19,4,3,1,2,6.0,10.0,3,3,1.0,3.0,3.0,0,Non-Travel,Research & Development,Medical,Female,Sales Representative,Married,2
2580,27,3,2,2,135770,1,12,2,5,1,2,1.0,6.0,3,3,2.0,2.0,2.0,0,Travel_Rarely,Sales,Technical Degree,Male,Healthcare Representative,Married,2
2583,47,1,4,1,45380,0,11,3,8,1,7,8.0,16.0,3,3,3.0,2.0,4.0,0,Non-Travel,Research & Development,Medical,Male,Research Scientist,Married,2
2590,49,11,4,2,35060,1,11,4,5,4,3,3.0,28.0,3,2,2.0,4.0,3.0,0,Travel_Frequently,Sales,Life Sciences,Male,Research Scientist,Married,2
2591,42,1,3,1,23720,1,12,3,0,0,0,3.0,14.0,3,3,2.0,4.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,2
2593,35,25,1,1,54100,0,18,4,5,0,4,0.0,6.0,3,3,2.0,1.0,1.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Married,2
2594,28,21,1,3,79780,2,16,2,5,1,4,1.0,5.0,3,3,3.0,3.0,2.0,0,Non-Travel,Research & Development,Medical,Male,Research Scientist,Single,2
2595,31,23,1,1,38670,1,11,4,4,2,3,1.0,4.0,3,4,3.0,1.0,4.0,0,Non-Travel,Sales,Medical,Male,Sales Executive,Divorced,2
2596,36,1,3,2,28380,2,19,5,5,0,2,1.0,5.0,3,1,1.0,2.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Married,2
2597,34,2,3,4,46950,1,16,2,14,2,1,1.0,14.0,3,3,1.0,4.0,2.0,0,Travel_Rarely,Sales,Marketing,Male,Healthcare Representative,Single,2
2598,34,19,3,1,33390,0,16,2,8,1,1,1.0,9.0,3,2,4.0,3.0,2.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,Divorced,2
2599,26,2,2,2,20800,0,13,6,7,7,6,0.0,8.0,3,4,3.0,1.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,2
2601,32,3,1,3,62090,1,17,5,5,1,2,5.0,9.0,3,4,3.0,4.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Male,Manager,Divorced,2
2604,38,9,2,3,23720,0,12,3,1,0,0,4.0,20.0,3,2,1.0,1.0,2.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Sales Representative,Single,2
2605,35,5,3,2,48830,1,18,1,10,0,9,1.0,10.0,3,1,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Representative,Married,2
2606,27,2,3,1,39040,0,15,2,7,0,7,1.0,7.0,3,3,4.0,4.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Female,Manager,Single,2
2607,32,8,1,2,46270,1,17,2,1,0,0,8.0,8.0,3,2,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,2
2610,54,14,3,3,66740,1,17,2,4,2,3,3.0,9.0,3,3,1.0,3.0,2.0,0,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Married,2
2611,33,2,4,4,168800,3,14,2,9,2,8,1.0,9.0,3,3,4.0,3.0,3.0,0,Travel_Frequently,Research & Development,Medical,Female,Sales Executive,Divorced,2
2612,43,3,3,1,90940,1,12,0,10,0,9,1.0,10.0,3,3,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,2
2613,38,2,5,4,84460,0,14,3,6,1,2,0.0,7.0,3,2,4.0,2.0,3.0,0,Travel_Frequently,Research & Development,Medical,Female,Sales Executive,Married,2
2615,31,6,3,1,45340,0,13,2,1,0,0,1.0,1.0,3,3,4.0,4.0,3.0,0,Travel_Rarely,Sales,Other,Male,Manufacturing Director,Divorced,2
2619,54,1,3,2,23620,1,13,2,5,1,4,6.0,9.0,3,4,3.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Human Resources,Single,2
2620,24,5,4,1,178610,2,11,5,4,1,2,1.0,4.0,3,1,2.0,3.0,2.0,0,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Single,2
2621,23,7,3,2,191870,1,11,2,5,1,4,1.0,5.0,3,3,4.0,4.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,2
2624,25,20,5,2,85000,0,12,2,2,1,2,4.0,6.0,3,3,3.0,2.0,3.0,0,Travel_Rarely,Sales,Medical,Female,Laboratory Technician,Married,2
2625,30,20,4,2,46610,0,11,3,12,1,7,1.0,12.0,3,2,4.0,2.0,2.0,0,Travel_Rarely,Human Resources,Life Sciences,Male,Research Scientist,Married,2
2626,25,7,2,5,41030,1,15,2,2,0,2,6.0,7.0,3,3,4.0,3.0,2.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Divorced,2
2628,33,1,3,2,140260,0,12,4,1,0,0,1.0,1.0,3,3,2.0,3.0,2.0,0,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Divorced,2
2630,31,10,4,3,61250,1,13,3,2,1,2,0.0,3.0,3,3,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Married,2
2632,42,6,3,2,100080,1,19,3,4,1,2,6.0,9.0,3,1,4.0,1.0,2.0,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,2
2633,41,2,2,1,23870,1,17,1,5,1,0,3.0,12.0,3,1,4.0,4.0,3.0,0,Travel_Rarely,Sales,Medical,Male,Healthcare Representative,Married,2
2635,35,4,3,2,78980,0,15,2,2,2,2,7.0,5.0,3,2,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,2
2636,22,12,1,2,25340,0,11,1,3,1,2,0.0,4.0,3,3,4.0,3.0,4.0,0,Travel_Rarely,Human Resources,Human Resources,Male,Sales Executive,Single,2
2638,33,3,4,3,16110,0,14,2,9,8,1,0.0,10.0,3,2,2.0,4.0,3.0,0,Travel_Rarely,Sales,Medical,Male,Healthcare Representative,Married,2
2639,32,3,2,3,53630,0,13,4,6,4,1,1.0,6.0,3,3,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Single,2
2640,40,1,4,2,50710,1,17,3,1,0,0,8.0,8.0,3,2,1.0,4.0,2.0,0,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,2
2641,32,1,2,3,136950,0,13,3,2,2,2,0.0,3.0,3,3,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Married,2
2642,39,4,4,1,134020,1,14,1,7,1,7,7.0,18.0,3,3,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single,2
2647,52,2,4,1,46140,1,16,3,9,0,0,2.0,16.0,3,3,1.0,4.0,2.0,0,Non-Travel,Research & Development,Other,Male,Manager,Divorced,2
2648,44,8,1,1,26100,0,15,2,4,1,2,6.0,6.0,3,3,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Representative,Single,2
2649,21,10,5,3,66870,3,19,0,2,1,2,1.0,2.0,3,3,3.0,1.0,3.0,0,Travel_Rarely,Sales,Medical,Male,Research Scientist,Single,2
2650,39,3,4,2,47240,1,12,4,6,1,3,2.0,21.0,3,4,4.0,4.0,2.0,0,Non-Travel,Research & Development,Life Sciences,Female,Research Director,Single,2
2652,36,24,3,2,61200,0,19,2,9,3,4,0.0,10.0,3,3,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,2
2653,36,16,1,2,105960,0,15,3,4,0,2,7.0,18.0,3,2,4.0,2.0,3.0,0,Travel_Frequently,Research & Development,Medical,Male,Sales Executive,Divorced,2
2659,34,1,3,1,62320,1,13,3,8,1,7,1.0,8.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Sales,Medical,Female,Laboratory Technician,Married,2
2661,41,1,5,1,40810,0,13,3,5,0,4,2.0,14.0,3,3,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,2
2662,32,9,4,2,57690,0,11,3,4,1,2,1.0,4.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Female,Research Scientist,Single,2
2663,35,16,3,2,23940,1,16,3,9,1,7,1.0,9.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,2
2666,36,22,4,1,29500,0,14,1,6,0,0,4.0,8.0,3,2,2.0,4.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,2
2667,45,24,3,1,36290,1,16,2,5,0,1,8.0,8.0,3,4,4.0,3.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Laboratory Technician,Single,2
2668,40,10,4,1,93620,1,11,6,2,2,2,2.0,8.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Research Scientist,Single,2
2670,40,17,4,1,35780,1,14,2,5,0,2,2.0,20.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,2
2671,35,14,1,2,79880,0,18,3,4,1,1,1.0,4.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Human Resources,Life Sciences,Male,Research Scientist,Married,2
2672,29,1,3,3,42840,0,11,5,4,0,3,4.0,10.0,3,2,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Married,2
2673,29,5,3,2,75530,0,19,3,5,0,4,1.0,5.0,3,3,4.0,1.0,1.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Representative,Single,2
2676,31,8,4,4,147320,0,12,3,9,1,7,0.0,10.0,3,3,2.0,1.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Female,Sales Executive,Single,2
2678,36,5,1,1,13590,0,12,2,5,0,3,4.0,17.0,3,3,3.0,4.0,3.0,0,Travel_Frequently,Research & Development,Technical Degree,Male,Sales Executive,Married,2
2679,39,2,1,1,47790,2,14,3,7,1,7,4.0,9.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,2
2681,49,6,1,3,29960,1,18,2,9,0,8,2.0,17.0,3,2,4.0,2.0,2.0,0,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,2
2682,34,4,3,1,12610,1,14,6,4,1,2,2.0,6.0,3,3,2.0,3.0,4.0,0,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,2
2686,33,10,2,2,34200,0,14,3,8,3,0,1.0,8.0,3,3,4.0,3.0,3.0,0,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Married,2
2687,27,5,4,4,44000,1,17,3,2,2,2,9.0,6.0,3,2,1.0,2.0,3.0,0,Travel_Rarely,Sales,Medical,Female,Manufacturing Director,Married,2
2688,32,9,2,2,35000,1,16,2,7,3,6,0.0,8.0,3,2,4.0,4.0,2.0,0,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Single,2
2689,59,2,2,5,20660,1,12,3,1,0,0,4.0,12.0,3,3,3.0,1.0,2.0,0,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Married,2
2690,30,11,4,2,171690,2,17,2,1,0,0,1.0,1.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,2
2691,38,18,4,2,41620,1,15,1,9,1,8,0.0,10.0,3,3,4.0,3.0,3.0,0,Travel_Frequently,Sales,Life Sciences,Male,Healthcare Representative,Single,2
2693,35,3,4,2,32940,0,11,2,5,0,3,0.0,6.0,3,3,1.0,2.0,3.0,0,Travel_Rarely,Human Resources,Human Resources,Male,Manager,Married,2
2694,29,29,4,2,21270,1,11,3,9,0,8,0.0,10.0,3,2,4.0,3.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Laboratory Technician,Single,2
2695,31,2,2,2,39750,1,15,3,5,4,3,1.0,5.0,3,3,1.0,3.0,2.0,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,2
2696,34,28,3,1,107930,3,11,1,2,1,2,0.0,3.0,3,2,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,2
2699,32,22,3,2,74460,0,19,3,6,0,5,0.0,7.0,3,3,1.0,2.0,2.0,0,Travel_Rarely,Human Resources,Human Resources,Female,Research Director,Divorced,2
2700,22,8,3,3,108510,1,16,2,1,0,0,1.0,1.0,3,4,4.0,4.0,2.0,0,Non-Travel,Research & Development,Life Sciences,Female,Sales Executive,Divorced,2
2702,38,29,3,1,37220,0,14,0,3,1,2,5.0,6.0,3,3,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,2
2703,24,1,5,3,93800,0,16,2,4,1,3,0.0,5.0,3,2,1.0,3.0,2.0,0,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Divorced,2
2706,21,2,3,2,137570,1,12,3,0,0,0,1.0,0.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Manufacturing Director,Single,2
2712,46,2,3,1,34200,2,13,3,2,2,1,3.0,22.0,3,1,2.0,1.0,2.0,0,Travel_Rarely,Sales,Life Sciences,Female,Research Scientist,Single,2
2713,33,3,3,1,43730,0,14,3,1,0,0,4.0,7.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Sales,Medical,Male,Manufacturing Director,Single,2
2715,30,1,4,1,53010,1,16,3,10,1,8,1.0,10.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Single,2
2718,43,9,5,1,12740,0,19,3,5,1,4,1.0,6.0,3,2,4.0,3.0,2.0,0,Travel_Rarely,Sales,Technical Degree,Female,Research Director,Divorced,2
2720,35,2,4,3,104660,0,13,1,2,2,2,1.0,2.0,3,3,4.0,4.0,3.0,0,Travel_Rarely,Sales,Marketing,Male,Manufacturing Director,Married,2
2721,36,25,1,4,170070,1,12,2,1,0,0,9.0,6.0,3,2,2.0,1.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married,2
2722,33,9,2,4,29090,0,11,2,5,1,3,2.0,10.0,3,2,3.0,1.0,3.0,0,Travel_Frequently,Sales,Marketing,Male,Human Resources,Married,2
2723,35,10,1,1,57650,1,14,2,1,0,0,1.0,1.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,2
2724,27,8,2,3,45990,1,15,3,1,0,0,1.0,1.0,3,2,4.0,1.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Research Scientist,Divorced,2
2727,30,1,4,1,20330,1,14,3,12,3,7,1.0,12.0,3,1,3.0,4.0,3.0,0,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,2
2730,37,17,3,3,20640,0,16,3,1,0,0,4.0,8.0,3,2,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married,2
2731,46,20,3,3,40350,1,14,2,9,0,8,4.0,14.0,3,3,1.0,4.0,3.0,0,Travel_Frequently,Research & Development,Technical Degree,Male,Sales Executive,Single,2
2732,35,8,4,3,38380,1,16,2,1,0,1,1.0,1.0,3,3,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,2
2735,44,1,1,3,15630,2,12,3,4,1,3,5.0,9.0,3,3,2.0,1.0,2.0,0,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced,2
2736,35,5,4,3,48980,2,15,2,4,2,3,2.0,10.0,3,3,3.0,1.0,3.0,0,Non-Travel,Research & Development,Technical Degree,Female,Manufacturing Director,Married,2
2740,35,3,2,1,63880,0,13,6,2,2,2,3.0,4.0,3,2,3.0,1.0,3.0,0,Travel_Rarely,Human Resources,Life Sciences,Female,Laboratory Technician,Married,2
2741,31,10,2,2,112440,1,12,3,7,1,7,3.0,10.0,3,3,4.0,4.0,2.0,0,Travel_Rarely,Sales,Life Sciences,Female,Research Scientist,Divorced,2
2742,37,4,3,4,160320,0,13,2,7,0,7,1.0,7.0,3,3,1.0,3.0,4.0,0,Travel_Rarely,Sales,Marketing,Male,Human Resources,Divorced,2
2748,55,7,3,3,22720,1,17,2,5,0,2,2.0,21.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,2
2749,36,3,3,2,20180,0,13,5,6,0,3,1.0,6.0,3,3,2.0,2.0,3.0,0,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single,2
2750,45,1,2,1,70830,1,12,5,1,0,0,2.0,25.0,3,3,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Divorced,2
2751,35,9,3,2,40840,1,13,3,3,1,2,4.0,5.0,3,3,2.0,1.0,2.0,0,Travel_Frequently,Human Resources,Other,Female,Sales Representative,Married,2
2753,59,10,4,3,23080,1,19,4,4,1,3,7.0,20.0,3,2,1.0,3.0,2.0,0,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Single,2
2754,29,28,4,1,48410,0,11,3,5,0,4,0.0,6.0,3,3,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Representative,Married,2
2756,32,3,4,2,97150,1,15,1,10,0,9,1.0,10.0,3,2,2.0,2.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Manufacturing Director,Married,2
2757,36,2,3,2,43200,0,17,2,1,0,0,3.0,5.0,3,3,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Representative,Married,2
2758,31,27,3,2,21320,0,18,3,11,1,8,1.0,11.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Research Director,Single,2
2760,45,14,3,1,54730,0,13,3,0,0,0,4.0,17.0,3,1,4.0,1.0,4.0,0,Travel_Rarely,Human Resources,Human Resources,Female,Sales Executive,Married,2
2761,37,1,3,3,52070,3,17,3,5,0,2,4.0,16.0,3,3,1.0,3.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Single,2
2762,46,9,3,3,164370,1,15,0,4,0,2,8.0,16.0,3,3,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Manager,Divorced,2
2763,30,18,3,4,22960,1,18,2,10,3,0,1.0,10.0,3,3,4.0,4.0,2.0,0,Travel_Rarely,Sales,Life Sciences,Male,Human Resources,Married,2
2764,35,20,4,3,40690,0,13,5,6,0,4,1.0,6.0,3,3,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Human Resources,Single,2
2765,55,2,3,2,74410,1,12,4,1,1,0,3.0,24.0,3,3,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,2
2767,34,8,2,1,58780,0,14,1,5,1,3,1.0,5.0,3,3,1.0,2.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,2
2768,56,2,1,2,26440,1,11,2,6,0,2,4.0,37.0,3,3,4.0,4.0,2.0,0,Travel_Rarely,Human Resources,Medical,Male,Sales Executive,Single,2
2770,51,29,4,5,24510,0,17,2,4,0,3,3.0,10.0,3,2,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,2
2774,51,8,4,5,24500,1,12,2,10,1,0,0.0,11.0,3,3,3.0,4.0,1.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Representative,Single,2
2775,30,9,3,1,92500,3,12,0,11,2,7,1.0,11.0,3,3,3.0,2.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,2
2780,28,9,4,2,23670,0,13,2,5,0,4,1.0,5.0,3,2,2.0,3.0,4.0,0,Non-Travel,Sales,Medical,Male,Laboratory Technician,Married,2
2782,44,23,2,1,195860,0,16,3,3,1,2,4.0,17.0,3,2,2.0,2.0,4.0,0,Non-Travel,Research & Development,Medical,Female,Research Scientist,Married,2
2784,32,12,2,1,20610,1,15,2,1,0,0,1.0,1.0,3,2,4.0,1.0,3.0,0,Travel_Rarely,Human Resources,Human Resources,Female,Sales Representative,Single,2
2788,59,12,2,2,47230,0,14,0,3,2,2,9.0,30.0,3,3,3.0,4.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Male,Sales Executive,Married,2
2792,22,2,1,1,193310,1,12,2,0,0,0,1.0,1.0,3,3,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Representative,Single,2
2796,24,2,1,2,34070,1,13,4,5,1,2,0.0,6.0,3,3,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,2
2797,34,4,3,2,50630,1,12,2,1,0,0,6.0,12.0,3,3,3.0,2.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Divorced,2
2798,37,6,1,1,46390,2,12,3,5,1,3,2.0,12.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Sales,Technical Degree,Male,Laboratory Technician,Single,2
2800,36,7,3,1,26900,0,11,1,9,2,8,0.0,10.0,3,3,2.0,4.0,3.0,0,Travel_Frequently,Human Resources,Medical,Male,Research Scientist,Married,2
2801,36,1,3,2,175670,0,13,6,1,0,0,5.0,7.0,3,3,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,2
2808,26,17,3,2,57690,0,19,4,5,4,3,1.0,5.0,3,2,3.0,2.0,2.0,0,Travel_Rarely,Sales,Medical,Female,Manager,Married,2
2811,22,29,4,1,46630,1,13,1,2,2,1,0.0,3.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,2
2813,43,2,2,1,32110,0,13,2,3,1,2,4.0,18.0,3,4,2.0,3.0,3.0,0,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,2
2814,50,19,4,2,53770,1,14,3,2,2,1,4.0,16.0,3,4,3.0,4.0,3.0,0,Travel_Frequently,Research & Development,Life Sciences,Male,Sales Executive,Single,2
2816,41,17,2,1,52080,3,11,2,9,0,7,3.0,12.0,3,1,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Divorced,2
2817,26,17,4,2,48770,1,13,5,8,5,7,1.0,8.0,3,4,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married,2
2821,25,29,1,3,30690,1,14,3,2,2,2,2.0,6.0,3,2,1.0,3.0,3.0,0,Travel_Rarely,Sales,Medical,Female,Research Scientist,Married,2
2822,30,21,1,2,104350,0,11,5,11,4,7,0.0,12.0,3,3,3.0,4.0,1.0,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,2
2825,38,7,4,2,50420,1,16,4,3,2,2,3.0,19.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,2
2826,30,13,3,2,57700,1,16,2,5,0,4,1.0,5.0,3,4,1.0,3.0,2.0,0,Travel_Rarely,Sales,Marketing,Female,Laboratory Technician,Single,2
2828,30,1,3,3,103060,0,13,5,3,2,2,5.0,8.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Divorced,2
2829,30,9,3,2,39360,1,11,3,5,1,2,0.0,6.0,3,3,2.0,4.0,3.0,0,Travel_Rarely,Sales,Medical,Male,Research Scientist,Single,2
2831,41,10,4,4,57430,3,12,2,5,1,4,2.0,7.0,3,4,3.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,2
2832,19,1,3,5,152020,3,18,2,1,0,0,1.0,1.0,3,2,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,Single,2
2834,35,8,1,3,37600,3,14,2,10,0,6,1.0,10.0,3,3,3.0,2.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Laboratory Technician,Married,2
