employee_id,age,dfh,edu,job_level,income,stock_option,salary_increase,training,years_company,years_promotion,years_manager,num_companiesworked,years_working,performance,job_involvement,satisfaction_environment,satisfaction_job,wlb,attrition_d,business_travel,department,edu_field,gender,job_role,marital
1924,29,3,5,1,27230,1,11,2,0,0,0,6.0,3.0,3,2,4.0,1.0,3.0,1,Travel_Rarely,Human Resources,Life Sciences,Male,Sales Executive,Single
1925,33,2,2,2,34790,0,12,3,3,0,2,3.0,5.0,3,3,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single
1926,45,26,1,3,27940,1,19,2,5,0,2,3.0,8.0,3,3,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced
1927,50,10,1,1,52490,2,21,2,5,1,3,9.0,32.0,4,2,4.0,4.0,2.0,0,Travel_Rarely,Sales,Life Sciences,Female,Manufacturing Director,Divorced
1928,33,1,3,2,21760,1,14,2,6,1,2,1.0,6.0,3,2,3.0,2.0,3.0,0,Travel_Frequently,Sales,Marketing,Male,Human Resources,Married
1929,41,11,3,1,168720,1,15,2,18,0,11,2.0,21.0,3,3,1.0,3.0,4.0,0,Travel_Frequently,Sales,Other,Male,Laboratory Technician,Divorced
1930,27,20,4,2,34850,2,17,2,2,2,2,9.0,4.0,3,3,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Married
1931,45,2,3,1,66440,0,12,3,9,0,8,1.0,9.0,3,4,4.0,1.0,3.0,0,Non-Travel,Sales,Medical,Female,Sales Executive,Married
1932,47,18,4,2,55820,0,16,3,9,0,7,1.0,9.0,3,3,4.0,4.0,3.0,0,Travel_Rarely,Sales,Medical,Female,Research Scientist,Single
1933,30,2,3,2,40000,0,12,5,5,0,1,4.0,7.0,3,2,1.0,3.0,3.0,1,Travel_Rarely,Sales,Life Sciences,Male,Healthcare Representative,Married
1934,50,1,3,2,134960,1,18,3,12,1,5,3.0,22.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Sales Executive,Married
1935,38,13,3,1,32100,2,17,5,2,0,2,0.0,3.0,3,2,3.0,3.0,2.0,0,Travel_Frequently,Research & Development,Technical Degree,Male,Manufacturing Director,Married
1936,46,28,3,3,190450,3,11,2,8,0,7,6.0,13.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Human Resources,Divorced
1937,24,28,3,1,118490,1,16,3,4,3,2,1.0,5.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Female,Healthcare Representative,Divorced
1938,35,24,3,3,20700,3,13,1,4,0,2,1.0,5.0,3,2,3.0,2.0,1.0,1,Travel_Rarely,Sales,Medical,Male,Healthcare Representative,Divorced
1939,31,5,2,2,65020,0,12,3,4,0,3,1.0,4.0,3,3,3.0,1.0,3.0,0,Travel_Frequently,Research & Development,Technical Degree,Male,Sales Executive,Married
1940,18,5,4,2,32300,1,12,3,0,0,0,1.0,0.0,3,3,2.0,4.0,3.0,0,Non-Travel,Sales,Other,Male,Manager,Single
1941,54,23,3,1,136030,1,13,2,10,0,8,8.0,22.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Sales,Medical,Female,Laboratory Technician,Married
1942,35,6,4,1,119960,2,19,3,16,10,1,1.0,16.0,3,3,3.0,3.0,2.0,0,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced
1943,30,4,3,5,56050,1,12,0,8,1,7,0.0,9.0,3,2,2.0,1.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married
1944,20,2,2,2,63970,1,17,3,1,0,0,1.0,1.0,3,3,4.0,1.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single
1945,30,8,4,1,191440,0,11,3,3,1,2,0.0,4.0,3,3,2.0,2.0,3.0,1,Travel_Frequently,Research & Development,Medical,Male,Sales Executive,Single
1946,26,1,3,2,175840,0,20,2,8,1,3,1.0,8.0,4,3,4.0,4.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Research Scientist,Married
1947,22,8,3,2,49070,1,21,2,4,1,1,1.0,4.0,4,3,2.0,1.0,2.0,0,Travel_Rarely,Research & Development,Other,Male,Sales Representative,Married
1948,48,2,4,2,45540,2,11,3,2,2,2,2.0,19.0,3,3,1.0,3.0,3.0,0,Travel_Rarely,Human Resources,Medical,Male,Sales Executive,Single
1949,48,3,3,1,54150,1,11,1,15,4,8,7.0,27.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Sales,Medical,Male,Research Director,Single
1950,41,2,3,2,47410,0,16,3,2,2,1,6.0,8.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single
1951,39,2,3,3,21150,0,18,3,21,11,8,1.0,21.0,3,4,4.0,4.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Human Resources,Married
1952,27,3,3,2,31610,2,13,0,3,2,2,0.0,4.0,3,3,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Human Resources,Married
1953,35,24,3,5,57450,3,17,4,3,1,2,1.0,3.0,3,3,2.0,4.0,2.0,0,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced
1955,50,27,3,2,33100,1,22,3,1,0,0,4.0,8.0,4,4,1.0,4.0,3.0,0,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married
1956,59,16,4,5,186650,0,12,3,5,4,3,3.0,30.0,3,2,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single
1957,37,15,3,2,44850,1,11,2,1,0,0,5.0,15.0,3,4,1.0,2.0,1.0,1,Travel_Rarely,Sales,Marketing,Male,Laboratory Technician,Married
1958,55,26,2,2,27890,1,13,2,8,6,7,3.0,17.0,3,2,3.0,2.0,3.0,0,Travel_Frequently,Research & Development,Life Sciences,Female,Sales Executive,Married
1959,41,19,1,2,58280,0,13,0,21,5,10,1.0,21.0,3,3,2.0,3.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Divorced
1960,38,24,2,1,23260,0,14,3,1,0,0,8.0,19.0,3,4,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Single
1961,26,21,1,1,135250,1,17,4,2,2,2,8.0,7.0,3,2,2.0,1.0,3.0,1,Non-Travel,Research & Development,Life Sciences,Female,Manufacturing Director,Single
1962,52,5,4,4,14200,1,13,2,32,6,9,1.0,33.0,3,4,1.0,4.0,3.0,1,Travel_Rarely,Research & Development,Medical,Female,Human Resources,Married
1963,44,16,3,1,80200,1,11,2,12,11,11,3.0,23.0,3,3,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married
1964,50,2,2,1,36880,0,11,3,18,0,13,0.0,19.0,3,2,4.0,3.0,3.0,0,Non-Travel,Human Resources,Life Sciences,Male,Laboratory Technician,Married
1965,36,2,4,4,54820,0,18,3,17,15,14,1.0,18.0,3,3,3.0,1.0,3.0,1,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Single
1966,39,11,3,1,160150,0,11,3,21,2,8,1.0,21.0,3,4,4.0,1.0,3.0,0,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single
1967,33,9,2,5,12000,1,11,3,2,2,2,0.0,3.0,3,3,2.0,4.0,2.0,0,Non-Travel,Sales,Technical Degree,Male,Sales Representative,Single
1968,45,7,2,1,56610,0,12,2,9,1,1,3.0,26.0,3,2,4.0,4.0,4.0,0,Travel_Rarely,Research & Development,Other,Male,Human Resources,Married
1969,32,15,3,2,69290,0,20,6,8,7,7,9.0,10.0,4,1,4.0,3.0,3.0,0,Non-Travel,Research & Development,Medical,Male,Manager,Single
1970,34,6,4,2,96130,1,12,5,15,0,9,0.0,16.0,3,2,2.0,4.0,2.0,0,Travel_Rarely,Sales,Marketing,Male,Research Director,Divorced
1971,59,5,3,2,56740,0,12,6,6,0,4,3.0,14.0,3,3,2.0,4.0,1.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married
1972,45,16,1,2,54840,3,20,6,6,0,4,1.0,6.0,4,3,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Single
1973,53,8,2,2,120610,1,20,2,15,6,12,2.0,30.0,4,4,3.0,2.0,3.0,0,Travel_Frequently,Sales,Medical,Male,Research Scientist,Married
1974,36,7,2,1,56600,0,12,3,1,0,0,7.0,9.0,3,3,1.0,3.0,2.0,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced
1975,26,2,3,2,48210,2,14,2,3,1,2,6.0,6.0,3,3,1.0,1.0,3.0,1,Travel_Frequently,Sales,Life Sciences,Male,Research Scientist,Married
1976,34,2,2,1,64100,1,13,5,1,0,0,1.0,1.0,3,2,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Representative,Married
1977,28,10,3,2,52100,0,15,1,1,0,0,1.0,1.0,3,4,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,Other,Male,Sales Representative,Married
1978,38,9,4,2,26950,1,14,4,2,2,2,3.0,8.0,3,1,3.0,3.0,3.0,0,Travel_Frequently,Sales,Medical,Male,Research Scientist,Married
1979,50,5,4,1,118780,1,13,2,8,7,7,2.0,29.0,3,3,2.0,3.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married
1980,37,1,3,1,170680,0,23,6,4,0,1,3.0,8.0,4,3,4.0,2.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single
1981,40,2,3,5,24550,1,15,2,7,7,5,1.0,8.0,3,3,3.0,1.0,2.0,0,Travel_Rarely,Human Resources,Medical,Male,Sales Executive,Married
1982,26,3,3,2,139640,2,11,1,5,1,3,1.0,5.0,3,2,1.0,3.0,3.0,0,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Divorced
1983,46,2,1,3,49410,2,13,2,2,2,2,9.0,23.0,3,2,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced
1984,54,5,3,2,24780,0,11,0,9,7,0,6.0,13.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married
1985,56,1,2,2,52280,0,11,4,5,0,3,2.0,18.0,3,3,1.0,3.0,3.0,0,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married
1986,36,4,2,2,44780,1,18,3,14,7,8,0.0,15.0,3,3,4.0,4.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Human Resources,Single
1987,55,2,3,2,75470,0,16,2,9,6,2,7.0,31.0,3,2,3.0,1.0,4.0,0,Non-Travel,Research & Development,Medical,Female,Manager,Single
1988,43,25,2,3,50550,0,22,2,1,0,0,5.0,18.0,4,2,3.0,4.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Research Scientist,Divorced
1989,20,8,3,3,34640,0,20,3,2,0,2,1.0,2.0,4,2,4.0,4.0,3.0,1,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single
1990,21,1,4,1,57750,0,18,2,1,1,0,1.0,1.0,3,3,3.0,1.0,2.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Single
1991,46,12,3,3,89430,1,12,6,16,1,7,8.0,19.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Healthcare Representative,Divorced
1992,51,23,3,2,192720,0,20,2,10,2,7,9.0,18.0,4,3,1.0,3.0,4.0,1,Travel_Rarely,Sales,Medical,Female,Research Scientist,Married
1993,28,19,4,4,52380,1,17,4,10,1,9,1.0,10.0,3,2,2.0,1.0,2.0,1,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Single
1994,26,5,4,2,46820,1,11,3,5,1,3,1.0,6.0,3,1,1.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Married
1995,30,8,3,1,183000,0,14,6,6,0,2,0.0,7.0,3,3,3.0,1.0,2.0,0,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Married
1996,41,1,4,1,52570,0,14,2,10,0,8,1.0,10.0,3,4,2.0,3.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Female,Research Director,Married
1998,40,1,4,1,48690,0,12,2,11,11,1,4.0,14.0,3,3,1.0,4.0,3.0,0,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married
1999,27,11,3,2,99850,1,14,3,3,1,2,1.0,3.0,3,2,1.0,3.0,3.0,0,Non-Travel,Sales,Technical Degree,Female,Laboratory Technician,Married
2000,55,23,5,3,36970,1,13,1,3,1,2,3.0,23.0,3,3,4.0,2.0,3.0,0,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married
2001,28,1,3,2,74570,2,11,1,8,1,7,3.0,10.0,3,4,3.0,3.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single
2002,44,18,4,2,21190,0,15,3,20,3,6,9.0,24.0,3,3,2.0,1.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married
2003,33,23,4,4,39830,0,12,3,3,1,2,4.0,9.0,3,3,4.0,4.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced
2004,35,7,4,3,61180,1,21,3,8,4,7,0.0,9.0,4,2,4.0,1.0,3.0,1,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single
2005,33,1,2,1,62140,2,19,3,13,3,8,1.0,14.0,3,3,1.0,3.0,3.0,1,Travel_Frequently,Research & Development,Life Sciences,Female,Sales Executive,Single
2006,28,1,1,2,63470,1,15,2,4,2,2,1.0,4.0,3,3,1.0,3.0,2.0,0,Travel_Rarely,Human Resources,Human Resources,Male,Research Scientist,Divorced
2007,34,29,4,1,115100,1,14,5,6,0,4,0.0,7.0,3,3,1.0,4.0,2.0,0,Travel_Frequently,Sales,Marketing,Male,Research Scientist,Single
2008,37,7,4,4,71430,0,21,6,1,0,0,2.0,8.0,4,2,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Divorced
2009,25,25,4,2,82680,0,12,3,7,5,6,1.0,7.0,3,2,4.0,4.0,4.0,1,Travel_Rarely,Human Resources,Human Resources,Female,Research Scientist,Married
2010,26,8,2,2,80950,0,15,3,1,0,0,1.0,1.0,3,4,1.0,3.0,2.0,1,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced
2011,33,8,2,4,29040,0,13,2,2,2,2,4.0,5.0,3,3,1.0,2.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single
2012,42,11,1,4,60320,0,14,2,22,13,7,0.0,23.0,3,2,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married
2013,28,7,3,2,29760,0,14,3,1,0,0,1.0,1.0,3,3,1.0,2.0,3.0,1,Travel_Frequently,Research & Development,Life Sciences,Male,Manager,Divorced
2014,50,1,4,2,159920,0,14,3,0,0,0,3.0,5.0,3,3,4.0,3.0,3.0,1,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single
2015,33,9,3,2,46490,0,12,2,3,0,2,0.0,4.0,3,2,4.0,2.0,3.0,0,Travel_Frequently,Sales,Medical,Female,Research Scientist,Married
2016,34,1,1,2,26960,0,23,3,0,0,0,3.0,6.0,4,3,3.0,4.0,3.0,0,Non-Travel,Sales,Marketing,Female,Research Director,Married
2018,45,1,3,2,125040,1,12,2,15,4,12,1.0,15.0,3,3,2.0,3.0,3.0,0,Non-Travel,Research & Development,Medical,Female,Human Resources,Married
2019,52,1,3,1,59740,1,18,6,8,4,0,7.0,18.0,3,3,2.0,2.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single
2020,38,6,2,1,47360,1,11,3,8,2,7,0.0,9.0,3,2,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced
2021,29,8,3,4,52960,0,14,3,7,1,7,4.0,11.0,3,4,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced
2022,28,1,3,4,67810,1,15,2,9,1,7,0.0,10.0,3,3,4.0,2.0,2.0,0,Travel_Rarely,Human Resources,Human Resources,Female,Laboratory Technician,Divorced
2023,46,6,4,3,21740,1,11,3,12,4,9,3.0,23.0,3,3,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Married
2024,38,7,4,1,66530,1,20,2,1,0,0,7.0,10.0,4,3,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Single
2025,43,5,3,2,96990,1,19,3,8,0,1,8.0,18.0,3,3,3.0,1.0,3.0,0,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Married
2026,39,1,3,2,67550,1,14,2,18,11,5,7.0,21.0,3,3,1.0,4.0,3.0,1,Travel_Frequently,Sales,Marketing,Male,Healthcare Representative,Divorced
2027,40,1,1,1,22130,0,17,4,20,4,9,1.0,21.0,3,3,3.0,3.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single
2028,21,1,4,1,26100,1,11,3,2,2,2,1.0,2.0,3,2,4.0,2.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single
2029,39,6,3,1,28510,0,15,2,5,0,3,9.0,9.0,3,3,3.0,2.0,2.0,0,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Single
2030,36,1,3,3,34520,3,13,4,11,0,9,2.0,18.0,3,4,1.0,4.0,3.0,0,Non-Travel,Research & Development,Medical,Male,Sales Representative,Single
2031,31,7,3,1,52580,3,14,5,2,2,2,0.0,3.0,3,3,3.0,4.0,3.0,0,Travel_Frequently,Research & Development,Life Sciences,Male,Sales Executive,Married
2032,28,2,4,1,93550,0,11,4,5,0,4,0.0,6.0,3,3,1.0,2.0,1.0,0,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married
2033,35,9,2,1,104960,1,13,2,5,0,2,1.0,5.0,3,3,4.0,4.0,3.0,0,Travel_Frequently,Research & Development,Other,Female,Manufacturing Director,Divorced
2034,49,2,2,1,63800,1,23,1,9,2,3,6.0,22.0,4,2,4.0,2.0,3.0,0,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married
2035,34,9,1,2,26570,1,13,3,3,0,2,2.0,5.0,3,2,4.0,3.0,2.0,0,Travel_Frequently,Sales,Technical Degree,Male,Sales Executive,Single
2036,29,1,4,3,27160,0,18,2,7,1,1,0.0,8.0,3,1,4.0,2.0,2.0,0,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced
2037,42,21,2,1,22010,1,12,3,1,0,0,4.0,16.0,3,4,2.0,4.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Female,Healthcare Representative,Single
2038,29,4,2,2,65400,0,22,2,10,1,2,1.0,10.0,4,1,2.0,4.0,2.0,0,Travel_Rarely,Sales,Other,Female,Healthcare Representative,Married
2039,38,1,3,1,38160,2,13,2,7,5,0,1.0,7.0,3,2,3.0,3.0,4.0,0,Travel_Rarely,Research & Development,Medical,Female,Human Resources,Married
2040,28,6,4,1,52530,0,15,2,3,0,2,1.0,3.0,3,3,3.0,3.0,3.0,0,Travel_Frequently,Sales,Life Sciences,Male,Manager,Divorced
2041,18,2,4,3,109650,0,18,5,0,0,0,1.0,0.0,3,4,3.0,3.0,3.0,1,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single
2042,33,3,2,1,49360,0,14,2,5,0,3,0.0,6.0,3,2,1.0,1.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single
2043,41,4,2,2,25430,0,12,3,1,0,0,3.0,6.0,3,3,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married
2044,31,10,3,1,53040,0,17,3,2,2,2,1.0,2.0,3,4,3.0,3.0,2.0,1,Travel_Frequently,Sales,Technical Degree,Female,Research Director,Married
2045,37,23,3,3,166590,1,16,2,6,1,3,7.0,9.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced
2046,27,6,2,1,42600,2,11,2,4,2,2,1.0,4.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married
2047,34,1,1,2,24760,0,19,2,6,1,3,1.0,6.0,3,3,2.0,3.0,2.0,0,Travel_Rarely,Sales,Marketing,Female,Laboratory Technician,Married
2048,35,6,3,3,31020,1,13,3,5,1,4,1.0,6.0,3,2,3.0,3.0,1.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single
2049,29,6,3,1,22440,3,12,5,11,3,10,1.0,11.0,3,1,4.0,1.0,1.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married
2050,40,2,4,4,75960,0,11,0,18,2,13,9.0,20.0,3,1,2.0,3.0,2.0,0,Travel_Frequently,Research & Development,Medical,Male,Human Resources,Single
2051,42,2,4,1,22850,0,16,3,21,13,14,0.0,22.0,3,1,3.0,1.0,2.0,1,Travel_Frequently,Sales,Life Sciences,Male,Laboratory Technician,Single
2052,42,1,2,4,30340,1,21,3,6,1,5,7.0,9.0,4,2,2.0,1.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single
2053,35,5,3,1,57150,2,24,0,8,1,7,6.0,10.0,4,3,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married
2054,24,7,4,1,25760,3,17,3,4,1,2,8.0,6.0,3,3,4.0,2.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Female,Laboratory Technician,Single
2055,28,15,4,2,41970,0,13,3,1,0,0,1.0,1.0,3,1,3.0,4.0,2.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married
2056,26,1,4,2,143360,1,21,3,8,0,7,1.0,8.0,4,3,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Representative,Married
2057,30,7,2,1,34480,0,11,3,10,1,4,1.0,10.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married
2058,40,26,4,2,194060,3,20,2,1,0,0,3.0,16.0,4,3,3.0,4.0,1.0,0,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married
2059,35,18,5,2,65380,1,16,3,7,6,4,2.0,15.0,3,3,3.0,2.0,4.0,0,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced
2060,34,6,2,1,43060,0,11,2,13,4,9,0.0,14.0,3,3,4.0,1.0,3.0,0,Travel_Frequently,Research & Development,Life Sciences,Male,Research Director,Single
2061,35,3,3,2,22580,1,11,2,2,2,2,1.0,2.0,3,3,4.0,4.0,4.0,0,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Married
2062,43,5,3,3,45220,1,15,3,4,1,3,8.0,7.0,3,3,1.0,3.0,2.0,1,Travel_Rarely,Sales,Marketing,Female,Research Scientist,Single
2063,32,11,2,2,44870,0,11,5,1,0,0,1.0,1.0,3,2,3.0,1.0,3.0,0,Non-Travel,Research & Development,Other,Female,Research Scientist,Divorced
2064,56,3,2,2,44490,0,15,3,5,4,2,4.0,28.0,3,1,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Other,Male,Healthcare Representative,Divorced
2065,29,26,1,1,22180,1,24,1,10,0,8,1.0,10.0,4,3,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married
2066,19,23,4,2,191970,0,12,2,1,0,0,1.0,1.0,3,3,3.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single
2067,45,22,3,2,132120,0,13,4,3,0,2,4.0,7.0,3,3,1.0,3.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Representative,Married
2068,37,14,4,3,65770,0,13,1,14,3,11,1.0,14.0,3,1,4.0,4.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married
2069,20,6,3,5,83920,0,17,5,2,1,2,1.0,2.0,3,3,1.0,3.0,2.0,0,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single
2070,44,6,2,3,45580,1,13,2,6,0,2,1.0,6.0,3,1,3.0,3.0,3.0,1,Travel_Rarely,Human Resources,Human Resources,Male,Sales Executive,Single
2071,53,6,4,1,40310,1,12,3,7,4,7,3.0,26.0,3,2,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced
2072,29,23,3,1,79690,0,14,3,5,1,3,0.0,6.0,3,3,2.0,4.0,2.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Married
2073,22,22,4,1,26540,0,24,5,0,0,0,0.0,1.0,4,2,3.0,4.0,3.0,1,Travel_Frequently,Research & Development,Medical,Male,Sales Representative,Married
2074,46,2,3,2,165550,2,14,4,26,15,9,8.0,28.0,3,3,3.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married
2075,44,20,3,1,45560,0,13,4,0,0,0,2.0,6.0,3,3,4.0,3.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Male,Sales Representative,Single
2076,33,28,4,1,60910,0,15,6,5,1,4,1.0,5.0,3,1,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Married
2077,41,12,3,2,195660,0,16,2,1,0,0,6.0,5.0,3,4,1.0,1.0,1.0,1,Non-Travel,Research & Development,Life Sciences,Male,Sales Representative,Divorced
2078,30,20,3,3,48100,0,18,3,4,0,3,8.0,8.0,3,2,3.0,1.0,3.0,0,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced
2079,40,9,3,1,45230,1,16,5,0,0,0,5.0,5.0,3,4,2.0,2.0,3.0,0,Travel_Frequently,Sales,Medical,Male,Manufacturing Director,Married
2081,28,6,3,2,23510,0,16,4,6,3,3,1.0,6.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married
2082,46,8,4,3,17020,0,21,2,4,0,3,5.0,25.0,4,3,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,Other,Male,Manager,Married
2083,35,4,4,1,180410,1,20,3,7,1,7,3.0,15.0,4,2,3.0,1.0,3.0,0,Travel_Rarely,Sales,Marketing,Male,Laboratory Technician,Married
2084,24,28,4,3,28860,1,19,5,1,0,0,1.0,1.0,3,3,4.0,2.0,1.0,1,Travel_Rarely,Human Resources,Human Resources,Male,Manufacturing Director,Married
2085,33,9,2,1,20970,2,14,5,10,0,1,1.0,10.0,3,2,2.0,3.0,2.0,0,Travel_Frequently,Research & Development,Medical,Female,Sales Executive,Married
2086,36,9,2,2,119350,3,11,6,7,1,7,1.0,7.0,3,4,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Divorced
2087,30,29,3,1,25460,1,14,2,10,8,9,1.0,10.0,3,3,3.0,3.0,2.0,0,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced
2088,44,3,4,2,25640,3,12,3,20,13,17,1.0,20.0,3,1,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single
2089,20,18,4,1,84120,0,13,2,2,2,2,1.0,2.0,3,2,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Human Resources,Single
